time,flux,flux_err,col,row
1975.1781333280233,,,-664.3555908203125,-942.4971313476562
1975.1985655566532,,,-664.3555908203125,-942.4971313476562
1975.2189977843518,,,-664.3555908203125,-942.4971313476562
1975.2394300120432,,,-664.3555908203125,-942.4971313476562
1975.2598623388112,,,-664.3555908203125,-942.4971313476562
1975.2802944655778,,,-664.3555908203125,-942.4971313476562
1975.3007266914065,,,-664.3555908203125,-942.4971313476562
1975.3211590172432,,,-664.3555908203125,-942.4971313476562
1975.3415912421478,,,-664.3555908203125,-942.4971313476562
1975.3620233670445,,,-664.3555908203125,-942.4971313476562
1975.3824556910185,,,-664.3555908203125,-942.4971313476562
1975.4028879149919,,,-664.3555908203125,-942.4971313476562
1975.4233200380258,,,-664.3555908203125,-942.4971313476562
1975.4437523610686,,,-664.3555908203125,-942.4971313476562
1975.4641845831793,,,-664.3555908203125,-942.4971313476562
1975.4846169052835,,,-664.3555908203125,-942.4971313476562
1975.5050490269277,,,-664.3555908203125,-942.4971313476562
1975.5254812476414,,,-664.3555908203125,-942.4971313476562
1975.5459135683486,,,-664.3555908203125,-942.4971313476562
1975.5663456881302,,,-664.3555908203125,-942.4971313476562
1975.5867779079126,,,-664.3555908203125,-942.4971313476562
1975.607210127222,,,-664.3555908203125,-942.4971313476562
1975.6276423456075,,,-664.3555908203125,-942.4971313476562
1975.6480745639929,,,-664.3555908203125,-942.4971313476562
1975.6685067819053,,,-664.3555908203125,-942.4971313476562
1975.6889389988937,,,-664.3555908203125,-942.4971313476562
1975.709371315883,,,-664.3555908203125,-942.4971313476562
1975.7298034323976,,,-664.3555908203125,-942.4971313476562
1975.750235647989,,,-664.3555908203125,-942.4971313476562
1975.770667963574,,,-664.3555908203125,-942.4971313476562
1975.791100078699,,,-664.3555908203125,-942.4971313476562
1975.811532293359,,,-664.3555908203125,-942.4971313476562
1975.8319646070886,,,-664.3555908203125,-942.4971313476562
1975.8523967208093,,,-664.3555908203125,-942.4971313476562
1975.8728289340725,,,-664.3555908203125,-942.4971313476562
1975.8932612468634,,,-664.3555908203125,-942.4971313476562
1975.9136934591952,,,-664.3555908203125,-942.4971313476562
1975.9341256705957,,,-664.3555908203125,-942.4971313476562
1975.9545578819962,,,-664.3555908203125,-942.4971313476562
1975.9749900929237,,,-664.3555908203125,-942.4971313476562
1975.9954223033928,,,-664.3555908203125,-942.4971313476562
1976.015854513389,,,-664.3555908203125,-942.4971313476562
1976.036286722927,,,-664.3555908203125,-942.4971313476562
1976.0567190319998,,,-664.3555908203125,-942.4971313476562
1976.0771511406056,,,-664.3555908203125,-942.4971313476562
1976.0975833487391,,,-664.3555908203125,-942.4971313476562
1976.118015656415,,,-664.3555908203125,-942.4971313476562
1976.1384477636166,,,-664.3555908203125,-942.4971313476562
1976.1588799703604,,,-664.3555908203125,-942.4971313476562
1976.1793122766394,,,-664.3555908203125,-942.4971313476562
1976.1997443824512,,,-664.3555908203125,-942.4971313476562
1976.2201766877915,,,-664.3555908203125,-942.4971313476562
1976.2406088926728,,,-664.3555908203125,-942.4971313476562
1976.261040997546,,,-664.3555908203125,-942.4971313476562
1976.2814733014966,,,-664.3555908203125,-942.4971313476562
1976.3019055049808,,,-664.3555908203125,-942.4971313476562
1976.3223376079986,,,-664.3555908203125,-942.4971313476562
1976.342770211013,,,-664.3555908203125,-942.4971313476562
1976.363202413093,,,-664.3555908203125,-942.4971313476562
1976.3836346147145,,,-664.3555908203125,-942.4971313476562
1976.4040668158705,,,-664.3555908203125,-942.4971313476562
1976.4244990170191,,,-664.3555908203125,-942.4971313476562
1976.4449313172445,,,-664.3555908203125,-942.4971313476562
1976.4653634174683,,,-664.3555908203125,-942.4971313476562
1976.4857956167543,,,-664.3555908203125,-942.4971313476562
1976.5062279160484,,,-664.3555908203125,-942.4971313476562
1976.5266601144103,,,-664.3555908203125,-942.4971313476562
1976.5470922127643,,,-664.3555908203125,-942.4971313476562
1976.5675245101957,,,-664.3555908203125,-942.4971313476562
1976.5879567076263,,,-664.3555908203125,-942.4971313476562
1976.6083888041176,,,-664.3555908203125,-942.4971313476562
1976.6288211006176,,,-664.3555908203125,-942.4971313476562
1976.6492532966513,,,-664.3555908203125,-942.4971313476562
1976.6696853917456,,,-664.3555908203125,-942.4971313476562
1976.6901176868487,,,-664.3555908203125,-942.4971313476562
1976.7105498814853,,,-664.3555908203125,-942.4971313476562
1976.7309819756483,,,-664.3555908203125,-942.4971313476562
1976.7514142693544,,,-664.3555908203125,-942.4971313476562
1976.7718464621285,,,-664.3555908203125,-942.4971313476562
1976.792278754896,,,-664.3555908203125,-942.4971313476562
1976.8127108472036,,,-664.3555908203125,-942.4971313476562
1976.8331430390463,,,-664.3555908203125,-942.4971313476562
1976.8535753304168,,,-664.3555908203125,-942.4971313476562
1976.8740074213274,,,-664.3555908203125,-942.4971313476562
1976.8944396117731,,,,
1976.9148719017467,,,-664.3555908203125,-942.4971313476562
1976.935304091261,,,-664.3555908203125,-942.4971313476562
1976.9557361807747,,,-664.3555908203125,-942.4971313476562
1976.9761684693513,,,-664.3555908203125,-942.4971313476562
1976.9966006574687,,,-664.3555908203125,-942.4971313476562
1977.0170327451196,,,-664.3555908203125,-942.4971313476562
1977.0374650327649,,,-664.3555908203125,-942.4971313476562
1977.0578971194846,,,-664.3555908203125,-942.4971313476562
1977.078329305732,,,,
1977.0987615919876,,,-664.3555908203125,-942.4971313476562
1977.1191936773102,,,-664.3555908203125,-942.4971313476562
1977.1396259626272,,,-664.3555908203125,-942.4971313476562
1977.1600581470193,,,-664.3555908203125,-942.4971313476562
1977.1804902314107,,,-664.3555908203125,-942.4971313476562
1977.200922514865,,,-664.3555908203125,-942.4971313476562
1977.2213546983257,,,-664.3555908203125,-942.4971313476562
1977.2417867813201,,,-664.3555908203125,-942.4971313476562
1977.2622190633774,121185.4609375,10.433599472045898,-1.0307666063308716,-0.34397318959236145
1977.2826512454412,121009.875,10.43229866027832,-1.038087010383606,-0.34630057215690613
1977.3030833270386,120886.6484375,10.425575256347656,-1.0433900356292725,-0.3493400812149048
1977.3235156081646,126966.1875,10.727154731750488,-0.09652350842952728,-0.041975654661655426
1977.3439477888314,129670.5546875,10.81255054473877,-0.0023458951618522406,0.06679972261190414
1977.3643799690326,129659.6328125,10.808771133422852,-0.02761928178369999,0.06989085674285889
1977.3848121487608,129631.4609375,10.807456970214844,-0.035213857889175415,0.06730972975492477
1977.4052443280307,129641.2578125,10.806588172912598,-0.04308737814426422,0.06807060539722443
1977.4256765068349,129618.5625,10.803414344787598,-0.04841138422489166,0.06663407385349274
1977.4461087851669,129613.75,10.804624557495117,-0.046599674969911575,0.07111812382936478
1977.466540863039,129626.1640625,10.806280136108398,-0.03545204922556877,0.07160147279500961
1977.486973140447,129572.3359375,10.80517292022705,-0.04722500964999199,0.05933751165866852
1977.5074053173812,129523.34375,10.800946235656738,-0.05232277512550354,0.04538442939519882
1977.527837394322,129533.5546875,10.803644180297852,-0.05865941941738129,0.053346168249845505
1977.548269670333,129532.6015625,10.803191184997559,-0.060039371252059937,0.05338992923498154
1977.5687018458702,129545.6796875,10.800848007202148,-0.06905616074800491,0.043634191155433655
1977.589133921414,129495.546875,10.799094200134277,-0.06996581703424454,0.03997671604156494
1977.609566196028,129470.328125,10.796952247619629,-0.07675514370203018,0.03244604170322418
1977.629998370634,129500.671875,10.79752254486084,-0.122408926486969,0.04399878904223442
1977.6504304443151,129472.5,10.79833698272705,-0.1207137405872345,0.03499199450016022
1977.6708627179978,129443.546875,10.794593811035156,-0.11428766697645187,0.032582689076662064
1977.6912948912068,129493.421875,10.798700332641602,-0.12095913290977478,0.03553256019949913
1977.7117269639566,129477.0546875,10.795882225036621,-0.11753351986408234,0.03433138504624367
1977.7321592357766,129457.7109375,10.796889305114746,-0.11919375509023666,0.024365505203604698
1977.7525914075886,129438.875,10.793423652648926,-0.12739212810993195,0.025578616186976433
1977.7730234789415,129429.5234375,10.796940803527832,-0.1335231214761734,0.03125499561429024
