time,flux,flux_err,row,column
131.51231488081976,544142.0625,20.670015335083008,250.30163409600425,659.3609197641142
131.53274917569797,544175.25,20.648754119873047,250.30168125656,659.3608725222047
131.5531833705827,544114.3125,20.65549087524414,250.30178409459512,659.3610226906667
131.57361746534298,544097.5625,20.64679336547852,250.30153445403985,659.3611123331335
131.59405165999488,544053.0625,20.672178268432617,250.30121459748537,659.3607751536674
131.6144859546475,544143.4375,20.67662048339844,250.301081925032,659.3607126935508
131.63492004918226,544165.1875,20.665571212768555,250.3009173077983,659.3607735171158
131.65535424371046,544154.0625,20.669273376464844,250.3007652947612,659.3604756359136
131.6757885381303,544167.0,20.655242919921875,250.3006633011928,659.3605118143525
131.69622273242567,544178.625,20.65917015075684,250.30045783100047,659.3605594868629
131.71665682672756,544115.5,20.645891189575195,250.30053723028809,659.3606313211857
131.7370910210302,544181.125,20.675315856933597,250.3006769117147,659.3605569393695
131.75752531520993,544131.1875,20.658477783203125,250.3006127147639,659.3608864992387
131.777959409279,544188.75,20.65951919555664,250.3006241240285,659.3608694396669
131.7983936033488,544141.5625,20.650033950805664,250.3012290608502,659.3608991472495
131.8188278972957,544189.9375,20.64424133300781,250.30090634272335,659.3611541417248
131.83926199124835,544155.5,20.66834831237793,250.30029860524616,659.360934585367
131.85969618508534,544188.6875,20.66154670715332,250.30071486894505,659.3609691096912
131.88013037891506,544174.0,20.66490173339844,250.30026554325732,659.3609084191799
131.90056457263563,544113.875,20.66251564025879,250.3003689131134,659.3608054149701
131.9209987662398,544152.1875,20.65291786193848,250.30019103035687,659.3606939632532
131.94143295983667,544163.4375,20.649215698242188,250.30034159570332,659.3606146258378
131.96186715332442,544145.5,20.656959533691406,250.300452565675,659.3606522934762
131.98230134681216,544162.6875,20.66875267028809,250.3002086079384,659.360661411598
132.00273554017622,544201.5,20.66029357910156,250.30049591515825,659.3607495727972
132.0231696335468,544183.6875,20.65778160095215,250.3003602150162,659.3605414068109
132.04360392680246,544172.1875,20.667699813842773,250.29994884169628,659.360492048104
132.06403811993368,544136.0625,20.667627334594727,250.29973502336492,659.3604637597368
132.08447221307142,544138.75,20.67340469360352,250.2995642846762,659.3603103255066
132.10490640620992,544168.0625,20.66607093811035,250.3000403573297,659.3605284510795
132.1253406992255,544146.1875,20.67810821533203,250.2994183028047,659.3603797132151
132.1457747921304,544165.75,20.65314292907715,250.2998240307313,659.3604249968894
132.16620898503606,544134.5,20.663856506347656,250.2999915696357,659.3606564793456
132.1866432778188,544164.625,20.668222427368164,250.30053336444945,659.3607015341372
132.20707747049164,544182.75,20.66217422485352,250.2999108617171,659.3606999587766
132.22751156316372,544180.6875,20.66697883605957,250.2998459448468,659.360425322103
132.24794575583655,544125.375,20.67733764648437,250.3000290013375,659.3604663068782
132.26838004838646,544148.375,20.65467071533203,250.29920143831947,659.3602855048016
132.2888141408257,544181.25,20.65972900390625,250.29989690212523,659.3602583165355
132.30924833325844,544157.75,20.66720962524414,250.29942809015355,659.3602532949014
132.3296826255828,544120.375,20.670040130615234,250.29977329680963,659.3599566143197
132.3501167177892,544169.0,20.681472778320312,250.2995448108481,659.3600195430909
132.37055090999638,544113.3125,20.675729751586918,250.2990024613416,659.360167668349
132.39098510219628,544083.875,20.67463111877441,250.2994958090953,659.3602192823464
132.41141929428704,544047.8125,20.67693328857422,250.29925354181623,659.3603141639703
132.4318534862541,544054.8125,20.678373336791992,250.2991451122809,659.3603807175966
132.45228767822846,544167.8125,20.679916381835938,250.298971331355,659.3601115270712
132.47272197008715,544148.9375,20.666841506958008,250.2991039075748,659.3602186090201
132.4931560618279,544131.9375,20.674022674560547,250.29915887186144,659.3604200360979
132.51359025367856,544132.1875,20.655807495117188,250.29877098711836,659.3604466675661
132.5340243453029,544109.375,20.66561889648437,250.2995961603885,659.3604699893115
132.55445863692148,544184.3125,20.651254653930664,250.29896694141428,659.360385421741
132.57489282843017,544154.8125,20.6876277923584,250.29914057921133,659.3603687565396
132.5953269199381,544130.4375,20.66697120666504,250.29933978151945,659.3604529755552
132.61576121133112,544145.9375,20.68285751342773,250.29879668521636,659.3601609767379
132.6361954025997,544108.875,20.682392120361328,250.29853665782383,659.3598348199064
132.65662959387555,544151.3125,20.68121910095215,250.29828345309585,659.3600163958736
132.67706368515064,544137.1875,20.6702938079834,250.29880430682172,659.36036006633
132.69749797618715,544159.75,20.675445556640625,250.2991209032392,659.3601835474658
132.7179321673466,544189.0625,20.68233108520508,250.29878952108413,659.3603309463881
132.73836625827244,544146.875,20.675844192504883,250.29925899104387,659.3603689875436
132.75880054919253,544191.625,20.677993774414062,250.29899950994223,659.3603964906167
132.77923474011914,544154.5,20.667041778564453,250.29961605372827,659.3606857726222
132.79966883092857,544220.9375,20.68290901184082,250.29931155199623,659.3608934725573
132.82010302161507,544164.9375,20.65729141235352,250.29931644254876,659.3608065946087
132.8405373123096,544150.5625,20.66066551208496,250.2997293831607,659.360698188199
132.8609714028862,544179.1875,20.6611442565918,250.29895483077965,659.3607235885106
132.8814055934563,544180.1875,20.656253814697266,250.2996401202974,659.3609632509917
132.9018398838016,544147.0625,20.672016143798828,250.29971178129955,659.3609520730402
132.92227397426177,544228.5,20.643409729003903,250.2998594983162,659.3606594425257
132.94270816459905,544161.5,20.665470123291016,250.29934487073336,659.3605232574087
132.96314235482714,544165.5625,20.68260765075684,250.2990578390373,659.3605846228528
132.98357664505602,544154.4375,20.660932540893555,250.299221508088,659.3605188489043
133.00401073515968,544131.9375,20.67043685913086,250.29905856963148,659.3603508038659
133.02444492515497,544163.5,20.670015335083008,250.29871492361727,659.3600449550185
133.04487911515025,544186.25,20.665437698364254,250.29887990514456,659.3603957332888
133.06531330502185,544165.625,20.68425178527832,250.2988723874108,659.3598160200712
133.08574749490072,544175.9375,20.691070556640625,250.2987183971452,659.359721083092
133.10618168466317,544140.6875,20.680086135864254,250.2983489529456,659.3599663542461
133.12661587430193,544090.5625,20.68833541870117,250.2992238125696,659.3596553242687
133.14705006394797,544186.25,20.67840003967285,250.29848365676108,659.3597865892588
133.167484253594,544181.0625,20.675561904907227,250.2980235365694,659.3597584305732
133.18791844299994,544135.875,20.68749237060547,250.29816645266743,659.359782821036
133.20835273253033,544097.0625,20.69586181640625,250.29876800207109,659.3599012809809
133.22878682182636,544003.8125,20.690216064453125,250.2985430662946,659.3596117632899
133.24922101111588,544038.5,20.6857852935791,250.29865890092847,659.3595550191136
133.26965520029626,544026.75,20.694047927856445,250.29849210463968,659.3597773212853
133.29008938947663,544132.5625,20.68154525756836,250.2985500286855,659.35974068648
133.31052357853332,544144.5,20.6851749420166,250.29801680095335,659.3596011641301
133.33095766759652,544074.0,20.69461441040039,250.29805938756007,659.3593177969353
133.35139195654483,544146.8125,20.687557220458984,250.2975638211944,659.3592052535035
133.3718261453687,544169.0625,20.69254302978516,250.29801539108436,659.3587679955265
133.39226033419982,544097.9375,20.69331741333008,250.29811581230024,659.3589268725516
133.4126945229145,544095.0,20.697359085083008,250.2986436801949,659.3590246973206
133.43312871162198,544176.1875,20.695295333862305,250.2979675484688,659.3591571769408
133.45356290010386,544152.9375,20.701194763183597,250.298180330923,659.3592803717495
133.4739969887014,544146.0,20.709056854248047,250.29836791594596,659.3589945609864
133.49443127717677,544101.0625,20.68637084960937,250.2981925673854,659.3592089130425
133.51486546554224,544159.0625,20.691503524780277,250.29768515154964,659.3591200553305
133.53529955379054,544112.8125,20.6959171295166,250.29764876013644,659.358997007405
133.55573384203308,544109.8125,20.6966609954834,250.2981266293719,659.359342776952
133.57616803028213,544115.875,20.69757080078125,250.2983843763529,659.3591870327282
133.5966021182976,544115.9375,20.685205459594727,250.29790373762276,659.3590776966819
133.61703630642296,544145.0,20.686994552612305,250.2977142980732,659.3591021168365
133.63747059432353,544077.875,20.692182540893555,250.29748203227825,659.3592912076775
133.65790478221606,544121.4375,20.70114517211914,250.2977538178552,659.359182306434
133.6783388699987,544153.125,20.68790054321289,250.29766786377013,659.3590621602827
